"torneo","home_team","away_team","home_goals","away_goals","resultado"
"Metropolitano 1969 - Grupo Reclasificatorio","Dep. Moron","Rosario Central",2,0,"Local gana"
"Metropolitano 1969 - Grupo Reclasificatorio","Rosario Central","Dep. Moron",2,1,"Local gana"
"Metropolitano 1969 - Grupo Reclasificatorio","Dep. Moron","San Telmo",2,1,"Local gana"
"Metropolitano 1968 - Grupo Reclasificatorio","Dep. Moron","Tigre",0,0,"Empate"
"Metropolitano 1968 - Grupo Reclasificatorio","Tigre","Dep. Moron",1,2,"Visita gana"
"Metropolitano 1969 - Grupo B","Dep. Moron","Union",1,1,"Empate"
"Metropolitano 1969 - Grupo B","Union","Dep. Moron",4,1,"Local gana"
"Metropolitano 1968 - Grupo Reclasificatorio","Dep. Moron","Union",0,0,"Empate"
"Metropolitano 1968 - Grupo Reclasificatorio","Union","Dep. Moron",1,1,"Empate"
"Metropolitano 1969 - Fecha Intergrupo","Velez","Dep. Moron",1,0,"Local gana"
"Metropolitano 1969 - Fecha Intergrupo","Dep. Moron","Velez",0,1,"Visita gana"
"Nacional 1978 - Grupo C","Dep. Roca","Gimnasia (LP)",0,0,"Empate"
"Nacional 1978 - Grupo C","Gimnasia (LP)","Dep. Roca",1,1,"Empate"
"Torneo Nacional 1982 - Torneo Nacional","Guarani (M)","Dep. Roca",1,2,"Visita gana"
"Torneo Nacional 1982 - Torneo Nacional","Dep. Roca","Guarani (M)",0,2,"Visita gana"
"Nacional 1978 - Grupo C","Independiente","Dep. Roca",4,1,"Local gana"
"Nacional 1978 - Grupo C","Dep. Roca","Independiente",0,2,"Visita gana"
"Torneo Nacional 1982 - Torneo Nacional","Dep. Roca","Platense",0,1,"Visita gana"
"Torneo Nacional 1982 - Torneo Nacional","Platense","Dep. Roca",3,0,"Local gana"
"Torneo Nacional 1982 - Torneo Nacional","Racing (C)","Dep. Roca",3,1,"Local gana"
"Torneo Nacional 1982 - Torneo Nacional","Dep. Roca","Racing (C)",1,1,"Empate"
"Nacional 1978 - Grupo C","Dep. Roca","Racing (C)",2,0,"Local gana"
"Nacional 1978 - Grupo C","Racing (C)","Dep. Roca",2,1,"Local gana"
"Torneo Nacional 1982 - Torneo Nacional","Dep. Roca","Racing Club",2,0,"Local gana"
"Torneo Nacional 1982 - Torneo Nacional","Racing Club","Dep. Roca",1,3,"Visita gana"
"Torneo Nacional 1982 - Torneo Nacional","Dep. Roca","Renato Cesarini (R)",1,1,"Empate"
"Torneo Nacional 1982 - Torneo Nacional","Renato Cesarini (R)","Dep. Roca",3,1,"Local gana"
"Nacional 1978 - Grupo C","Rosario Central","Dep. Roca",0,1,"Visita gana"
"Nacional 1978 - Grupo C","Dep. Roca","Rosario Central",1,1,"Empate"
"Torneo Nacional 1982 - Torneo Nacional","Dep. Roca","San Lorenzo (MdP)",3,2,"Local gana"
"Torneo Nacional 1982 - Torneo Nacional","San Lorenzo (MdP)","Dep. Roca",2,1,"Local gana"
"Torneo Nacional 1982 - Torneo Nacional","San Martin (T)","Dep. Roca",0,0,"Empate"
"Torneo Nacional 1982 - Torneo Nacional","Dep. Roca","San Martin (T)",2,1,"Local gana"
"Torneo Nacional 1982 - Torneo Nacional","Velez","Dep. Roca",6,1,"Local gana"
"Torneo Nacional 1982 - Torneo Nacional","Dep. Roca","Velez",0,0,"Empate"
"Nacional 1978 - Grupo C","Dep. Roca","Velez",1,2,"Visita gana"
"Nacional 1978 - Grupo C","Velez","Dep. Roca",0,0,"Empate"
"Nacional 1974 - Grupo A","Desamparados","Estudiantes (LP)",2,2,"Empate"
"Nacional 1974 - Grupo A","Estudiantes (LP)","Desamparados",1,0,"Local gana"
"Nacional 1972 - Grupo B","Estudiantes (LP)","Desamparados",0,0,"Empate"
"Nacional 1969 - Fecha 7","Estudiantes (LP)","Desamparados",4,0,"Local gana"
"Nacional 1973 - Grupo B","Ferro","Desamparados",1,1,"Empate"
"Nacional 1972 - Grupo B","Desamparados","Ferro",0,0,"Empate"
"Nacional 1973 - Grupo B","Gimnasia (J)","Desamparados",1,3,"Visita gana"
"Nacional 1973 - Grupo B","Desamparados","Gimnasia (LP)",4,1,"Local gana"
"Nacional 1972 - Grupo B","Gimnasia (M)","Desamparados",2,3,"Visita gana"
"Nacional 1973 - Grupo B","Desamparados","Huracan",1,3,"Visita gana"
"Nacional 1972 - Grupo B","Desamparados","Huracan",2,3,"Visita gana"
"Nacional 1969 - Fecha 3","Huracan","Desamparados",0,3,"Visita gana"
"Nacional 1974 - Fecha Intergrupo","Huracan (SR)","Desamparados",3,3,"Empate"
"Nacional 1974 - Fecha Intergrupo","Desamparados","Huracan (SR)",4,1,"Local gana"
"Nacional 1973 - Grupo B","Ind Rivadavia","Desamparados",0,0,"Empate"
"Nacional 1973 - Grupo B","Desamparados","Independiente",1,0,"Local gana"
"Nacional 1969 - Fecha 9","Independiente","Desamparados",4,1,"Local gana"
"Nacional 1973 - Grupo B","Desamparados","Kimberley (MdP)",0,0,"Empate"
"Nacional 1969 - Fecha 17","Desamparados","Lanus",4,2,"Local gana"
"Nacional 1972 - Grupo B","Desamparados","Newells",1,1,"Empate"
"Nacional 1969 - Fecha 8","Desamparados","Platense",3,0,"Local gana"
"Nacional 1969 - Fecha 16","Quilmes","Desamparados",4,2,"Local gana"
"Nacional 1972 - Grupo B","Desamparados","Racing Club",1,0,"Local gana"
"Nacional 1969 - Fecha 13","Desamparados","Racing Club",1,2,"Visita gana"
"Nacional 1969 - Fecha 5","River Plate","Desamparados",7,0,"Local gana"
"Nacional 1974 - Grupo A","Rosario Central","Desamparados",2,1,"Local gana"
"Nacional 1974 - Grupo A","Desamparados","Rosario Central",0,1,"Visita gana"
"Nacional 1973 - Grupo B","Rosario Central","Desamparados",1,0,"Local gana"
"Nacional 1969 - Fecha 6","Desamparados","San Lorenzo",2,3,"Visita gana"
"Nacional 1972 - Fecha Intergrupo","Desamparados","San Lorenzo (MdP)",1,0,"Local gana"
"Nacional 1969 - Fecha 11","Desamparados","San Lorenzo (MdP)",5,2,"Local gana"
"Nacional 1969 - Fecha 1","San Martin (M)","Desamparados",0,0,"Empate"
"Nacional 1969 - Fecha 12","San Martin (T)","Desamparados",3,2,"Local gana"
"Nacional 1969 - Fecha 10","Talleres (C)","Desamparados",2,0,"Local gana"
"Nacional 1969 - Fecha 2","Desamparados","Union",2,1,"Local gana"
"Nacional 1969 - Fecha 14","Velez","Desamparados",1,1,"Empate"
"Nacional 1971 - Grupo A","Don Orione (CH)","Ferro",1,0,"Local gana"
"Nacional 1971 - Grupo A","Gimnasia (LP)","Don Orione (CH)",5,1,"Local gana"
"Nacional 1971 - Fecha Intergrupo","Guarani (M)","Don Orione (CH)",2,1,"Local gana"
"Nacional 1971 - Grupo A","Don Orione (CH)","Huracan",3,2,"Local gana"
"Nacional 1971 - Grupo A","Don Orione (CH)","Huracan (CR)",5,2,"Local gana"
"Nacional 1971 - Grupo A","Independiente","Don Orione (CH)",2,0,"Local gana"
"Nacional 1971 - Grupo A","Juv. Antoniana","Don Orione (CH)",3,2,"Local gana"
"Nacional 1971 - Grupo A","Kimberley (MdP)","Don Orione (CH)",5,1,"Local gana"
"Nacional 1971 - Grupo A","Newells","Don Orione (CH)",4,0,"Local gana"
"Nacional 1971 - Grupo A","River Plate","Don Orione (CH)",3,0,"Local gana"
"Nacional 1971 - Grupo A","San Martin (M)","Don Orione (CH)",2,0,"Local gana"
"Metropolitano 1978 - Fecha 27","Estudiantes (BA)","Estudiantes (LP)",1,3,"Visita gana"
"Metropolitano 1978 - Fecha 6","Estudiantes (LP)","Estudiantes (BA)",3,1,"Local gana"
"Metropolitano 1978 - Fecha 38","Gimnasia (LP)","Estudiantes (BA)",2,2,"Empate"
"Metropolitano 1978 - Fecha 17","Estudiantes (BA)","Gimnasia (LP)",0,0,"Empate"
"Nacional 1977 - Grupo A","Gimnasia (LP)","Estudiantes (BA)",1,1,"Empate"
"Nacional 1977 - Grupo A","Estudiantes (BA)","Gimnasia (LP)",2,1,"Local gana"
"Metropolitano 1978 - Fecha 29","Estudiantes (BA)","Huracan",0,5,"Visita gana"
"Metropolitano 1978 - Fecha 8","Huracan","Estudiantes (BA)",2,1,"Local gana"
"Nacional 1977 - Grupo A","Ind Rivadavia","Estudiantes (BA)",2,1,"Local gana"
"Nacional 1977 - Grupo A","Estudiantes (BA)","Ind Rivadavia",1,3,"Visita gana"
"Metropolitano 1978 - Fecha 28","Independiente","Estudiantes (BA)",2,1,"Local gana"
"Metropolitano 1978 - Fecha 7","Estudiantes (BA)","Independiente",0,4,"Visita gana"
"Metropolitano 1978 - Fecha 23","Estudiantes (BA)","Newells",1,1,"Empate"
"Metropolitano 1978 - Fecha 2","Newells","Estudiantes (BA)",1,1,"Empate"
"Nacional 1977 - Grupo A","Newells","Estudiantes (BA)",5,2,"Local gana"
"Nacional 1977 - Grupo A","Estudiantes (BA)","Newells",0,2,"Visita gana"
"Metropolitano 1978 - Fecha 31","Estudiantes (BA)","Platense",2,1,"Local gana"
"Metropolitano 1978 - Fecha 10","Platense","Estudiantes (BA)",1,1,"Empate"
"Metropolitano 1978 - Fecha 30","Quilmes","Estudiantes (BA)",1,0,"Local gana"
"Metropolitano 1978 - Fecha 9","Estudiantes (BA)","Quilmes",2,1,"Local gana"
"Metropolitano 1978 - Fecha 39","Estudiantes (BA)","Racing Club",2,1,"Local gana"
"Metropolitano 1978 - Fecha 18","Racing Club","Estudiantes (BA)",5,2,"Local gana"
"Metropolitano 1978 - Fecha 40","River Plate","Estudiantes (BA)",2,2,"Empate"
"Metropolitano 1978 - Fecha 19","Estudiantes (BA)","River Plate",1,0,"Local gana"
"Metropolitano 1978 - Fecha 34","Rosario Central","Estudiantes (BA)",3,0,"Local gana"
"Metropolitano 1978 - Fecha 13","Estudiantes (BA)","Rosario Central",2,0,"Local gana"
"Metropolitano 1978 - Fecha 35","Estudiantes (BA)","San Lorenzo",0,0,"Empate"
"Metropolitano 1978 - Fecha 14","San Lorenzo","Estudiantes (BA)",1,0,"Local gana"
"Nacional 1977 - Grupo A","Estudiantes (BA)","San Lorenzo",2,1,"Local gana"
"Nacional 1977 - Grupo A","San Lorenzo","Estudiantes (BA)",2,0,"Local gana"
"Nacional 1977 - Grupo A","Estudiantes (BA)","San Martin (T)",1,1,"Empate"
"Nacional 1977 - Grupo A","San Martin (T)","Estudiantes (BA)",1,1,"Empate"
"Metropolitano 1978 - Fecha 37","Estudiantes (BA)","Union",1,4,"Visita gana"
"Metropolitano 1978 - Fecha 16","Union","Estudiantes (BA)",2,1,"Local gana"
"Metropolitano 1978 - Fecha 24","Velez","Estudiantes (BA)",0,1,"Visita gana"
"Metropolitano 1978 - Fecha 3","Estudiantes (BA)","Velez",1,1,"Empate"
"Torneo Clausura 2000 - Fecha 11","Estudiantes (LP)","Ferro",2,0,"Local gana"
"Torneo Apertura 1999 - Fecha 11","Ferro","Estudiantes (LP)",0,0,"Empate"
"Torneo Clausura 1999 - Fecha 11","Estudiantes (LP)","Ferro",1,2,"Visita gana"
"Torneo Apertura 1998 - Fecha 11","Ferro","Estudiantes (LP)",1,0,"Local gana"
"Torneo Clausura 1998 - Fecha 18","Estudiantes (LP)","Ferro",0,0,"Empate"
"Torneo Apertura 1997 - Fecha 18","Ferro","Estudiantes (LP)",1,2,"Visita gana"
"Torneo Clausura 1997 - Fecha 11","Estudiantes (LP)","Ferro",0,1,"Visita gana"
"Torneo Apertura 1996 - Fecha 11","Ferro","Estudiantes (LP)",3,2,"Local gana"
"Torneo Clausura 1996 - Fecha 15","Estudiantes (LP)","Ferro",0,0,"Empate"
"Torneo Apertura 1995 - Fecha 15","Ferro","Estudiantes (LP)",1,4,"Visita gana"
"Torneo Clausura 1994 - Fecha 17","Estudiantes (LP)","Ferro",0,0,"Empate"
"Torneo Apertura 1993 - Fecha 17","Ferro","Estudiantes (LP)",1,1,"Empate"
"Torneo Clausura 1993 - Fecha 1","Estudiantes (LP)","Ferro",0,0,"Empate"
"Torneo Apertura 1992 - Fecha 1","Ferro","Estudiantes (LP)",0,0,"Empate"
"Torneo Clausura 1992 - Fecha 10","Ferro","Estudiantes (LP)",1,0,"Local gana"
"Torneo Apertura 1991 - Fecha 10","Estudiantes (LP)","Ferro",0,1,"Visita gana"
"Torneo Clausura 1991 - Fecha 2","Estudiantes (LP)","Ferro",1,0,"Local gana"
"Campeonato 1990/91 - Fecha 2","Ferro","Estudiantes (LP)",1,0,"Local gana"
"Campeonato 1989/90 - Fecha 20","Estudiantes (LP)","Ferro",2,2,"Empate"
"Campeonato 1989/90 - Fecha 1","Ferro","Estudiantes (LP)",0,0,"Empate"
"Campeonato 1988/89 - Fecha 31","Ferro","Estudiantes (LP)",2,0,"Local gana"
"Campeonato 1988/89 - Fecha 12","Estudiantes (LP)","Ferro",1,0,"Local gana"
"Campeonato 1987/88 - Fecha 35","Estudiantes (LP)","Ferro",0,0,"Empate"
"Campeonato 1987/88 - Fecha 16","Ferro","Estudiantes (LP)",1,1,"Empate"
"Campeonato 1986/87  - Fecha 37","Ferro","Estudiantes (LP)",1,0,"Local gana"
"Campeonato 1986/87  - Fecha 18","Estudiantes (LP)","Ferro",1,0,"Local gana"
"Campeonato 1985/86  - Fecha 33","Estudiantes (LP)","Ferro",1,0,"Local gana"
"Campeonato 1985/86  - Fecha 14","Ferro","Estudiantes (LP)",2,1,"Local gana"
"Metropolitano 1984 - Fecha 38","Estudiantes (LP)","Ferro",1,1,"Empate"
"Metropolitano 1984 - Fecha 19","Ferro","Estudiantes (LP)",0,0,"Empate"
"Metropolitano 1983 - Fecha 26","Ferro","Estudiantes (LP)",0,0,"Empate"
"Metropolitano 1983 - Fecha 7","Estudiantes (LP)","Ferro",1,1,"Empate"
"Torneo Nacional 1983 - Torneo Nacional","Ferro","Estudiantes (LP)",2,2,"Empate"
"Torneo Nacional 1983 - Torneo Nacional","Estudiantes (LP)","Ferro",1,0,"Local gana"
"Metropolitano 1982 - Fecha 27","Estudiantes (LP)","Ferro",2,0,"Local gana"
"Metropolitano 1982 - Fecha 8","Ferro","Estudiantes (LP)",0,0,"Empate"
"Metropolitano 1981 - Fecha 26","Ferro","Estudiantes (LP)",0,0,"Empate"
"Metropolitano 1981 - Fecha 9","Estudiantes (LP)","Ferro",0,1,"Visita gana"
"Metropolitano 1980 - Fecha 26","Estudiantes (LP)","Ferro",1,1,"Empate"
"Metropolitano 1980 - Fecha 7","Ferro","Estudiantes (LP)",2,1,"Local gana"
"Metropolitano 1979 - Grupo B","Estudiantes (LP)","Ferro",0,0,"Empate"
"Metropolitano 1979 - Grupo B","Ferro","Estudiantes (LP)",2,2,"Empate"
"Nacional 1978 - Grupo A","Ferro","Estudiantes (LP)",4,1,"Local gana"
"Nacional 1978 - Grupo A","Estudiantes (LP)","Ferro",2,3,"Visita gana"
"Metropolitano 1977 - Fecha 27","Estudiantes (LP)","Ferro",1,1,"Empate"
"Metropolitano 1977 - Fecha 4","Ferro","Estudiantes (LP)",1,2,"Visita gana"
"Metropolitano 1976 - Grupo A","Ferro","Estudiantes (LP)",2,2,"Empate"
"Metropolitano 1976 - Grupo A","Estudiantes (LP)","Ferro",1,0,"Local gana"
"Metropolitano 1975 - Fecha 26","Estudiantes (LP)","Ferro",1,0,"Local gana"
"Metropolitano 1975 - Fecha 7","Ferro","Estudiantes (LP)",5,0,"Local gana"
"Metropolitano 1974 - Grupo B","Estudiantes (LP)","Ferro",1,2,"Visita gana"
"Metropolitano 1974 - Grupo B","Ferro","Estudiantes (LP)",1,1,"Empate"
"Metropolitano 1973 - Fecha 30","Estudiantes (LP)","Ferro",1,0,"Local gana"
"Metropolitano 1973 - Fecha 13","Ferro","Estudiantes (LP)",1,2,"Visita gana"
"Metropolitano 1972 - Fecha 29","Estudiantes (LP)","Ferro",0,0,"Empate"
"Metropolitano 1972 - Fecha 12","Ferro","Estudiantes (LP)",0,1,"Visita gana"
"Nacional 1972 - Grupo B","Estudiantes (LP)","Ferro",0,0,"Empate"
"Nacional 1972 - Grupo Reclasificatorio","Estudiantes (LP)","Ferro",0,4,"Visita gana"
"Metropolitano 1971 - Fecha 32","Estudiantes (LP)","Ferro",1,0,"Local gana"
"Metropolitano 1971 - Fecha 13","Ferro","Estudiantes (LP)",2,0,"Local gana"
"Metropolitano 1968 - Grupo A","Ferro","Estudiantes (LP)",1,2,"Visita gana"
"Metropolitano 1968 - Grupo A","Estudiantes (LP)","Ferro",4,1,"Local gana"
"Nacional 1967 - Fecha 8","Ferro","Estudiantes (LP)",1,1,"Empate"
"Campeonato 1966 - Fecha 20","Estudiantes (LP)","Ferro",3,0,"Local gana"
"Campeonato 1966 - Fecha 1","Ferro","Estudiantes (LP)",0,1,"Visita gana"
"Campeonato 1965 - Fecha 24","Estudiantes (LP)","Ferro",1,1,"Empate"
"Campeonato 1965 - Fecha 7","Ferro","Estudiantes (LP)",3,0,"Local gana"
"Campeonato 1964 - Fecha 17","Ferro","Estudiantes (LP)",3,1,"Local gana"
"Campeonato 1964 - Fecha 2","Estudiantes (LP)","Ferro",1,1,"Empate"
"Campeonato 1962 - Fecha 26","Ferro","Estudiantes (LP)",0,0,"Empate"
"Campeonato 1962 - Fecha 11","Estudiantes (LP)","Ferro",1,3,"Visita gana"
"Campeonato 1961 - Fecha 26","Estudiantes (LP)","Ferro",2,0,"Local gana"
"Campeonato 1961 - Fecha 11","Ferro","Estudiantes (LP)",3,1,"Local gana"
"Campeonato 1960 - Fecha 27","Ferro","Estudiantes (LP)",1,2,"Visita gana"
"Campeonato 1960 - Fecha 12","Estudiantes (LP)","Ferro",2,0,"Local gana"
"Campeonato 1959 - Fecha 30","Ferro","Estudiantes (LP)",2,2,"Empate"
"Campeonato 1959 - Fecha 15","Estudiantes (LP)","Ferro",2,4,"Visita gana"
"Campeonato 1957 - Fecha 27","Ferro","Estudiantes (LP)",3,3,"Empate"
"Campeonato 1957 - Fecha 12","Estudiantes (LP)","Ferro",2,1,"Local gana"
"Campeonato 1956 - Fecha 25","Ferro","Estudiantes (LP)",1,3,"Visita gana"
"Campeonato 1956 - Fecha 10","Estudiantes (LP)","Ferro",1,4,"Visita gana"
"Campeonato 1955 - Fecha 29","Estudiantes (LP)","Ferro",3,0,"Local gana"
"Campeonato 1955 - Fecha 14","Ferro","Estudiantes (LP)",2,2,"Empate"
"Campeonato 1953 - Fecha 24","Estudiantes (LP)","Ferro",0,3,"Visita gana"
"Campeonato 1953 - Fecha 9","Ferro","Estudiantes (LP)",3,1,"Local gana"
"Campeonato 1952 - Fecha 28","Ferro","Estudiantes (LP)",1,0,"Local gana"
"Campeonato 1952 - Fecha 13","Estudiantes (LP)","Ferro",3,0,"Local gana"
"Campeonato 1951 - Fecha 25","Ferro","Estudiantes (LP)",0,2,"Visita gana"
"Campeonato 1951 - Fecha 8","Estudiantes (LP)","Ferro",5,2,"Local gana"
"Campeonato 1950 - Fecha 25","Ferro","Estudiantes (LP)",3,0,"Local gana"
"Campeonato 1950 - Fecha 8","Estudiantes (LP)","Ferro",3,2,"Local gana"
"Campeonato 1949 - Fecha 26","Ferro","Estudiantes (LP)",0,0,"Empate"
"Campeonato 1949 - Fecha 9","Estudiantes (LP)","Ferro",1,1,"Empate"
"Campeonato 1946 - Fecha 29","Estudiantes (LP)","Ferro",3,1,"Local gana"
"Campeonato 1946 - Fecha 14","Ferro","Estudiantes (LP)",0,3,"Visita gana"
"Campeonato 1945 - Fecha 25","Ferro","Estudiantes (LP)",0,3,"Visita gana"
"Campeonato 1945 - Fecha 10","Estudiantes (LP)","Ferro",2,0,"Local gana"
"Campeonato 1944 - Fecha 30","Estudiantes (LP)","Ferro",5,0,"Local gana"
"Campeonato 1944 - Fecha 15","Ferro","Estudiantes (LP)",2,2,"Empate"
"Campeonato 1943 - Fecha 25","Estudiantes (LP)","Ferro",0,1,"Visita gana"
"Campeonato 1943 - Fecha 10","Ferro","Estudiantes (LP)",1,3,"Visita gana"
"Campeonato 1942 - Fecha 18","Ferro","Estudiantes (LP)",0,0,"Empate"
"Campeonato 1942 - Fecha 3","Estudiantes (LP)","Ferro",4,1,"Local gana"
"Campeonato 1941 - Fecha 25","Ferro","Estudiantes (LP)",4,2,"Local gana"
"Campeonato 1941 - Fecha 10","Estudiantes (LP)","Ferro",3,1,"Local gana"
"Campeonato 1940 - Fecha 33","Ferro","Estudiantes (LP)",2,0,"Local gana"
"Campeonato 1940 - Fecha 16","Estudiantes (LP)","Ferro",4,1,"Local gana"
"Campeonato 1939 - Fecha 32","Estudiantes (LP)","Ferro",3,3,"Empate"
"Campeonato 1939 - Fecha 15","Ferro","Estudiantes (LP)",0,2,"Visita gana"
"Campeonato 1938 - Fecha 20","Estudiantes (LP)","Ferro",3,3,"Empate"
"Campeonato 1938 - Fecha 3","Ferro","Estudiantes (LP)",5,3,"Local gana"
"Campeonato 1937 - Fecha 35","Estudiantes (LP)","Ferro",1,1,"Empate"
"Campeonato 1937 - Fecha 17","Ferro","Estudiantes (LP)",2,3,"Visita gana"
"Campeonato 1936 - Fecha 12","Ferro","Estudiantes (LP)",2,4,"Visita gana"
"Copa de Honor 1936 - Fecha 12","Estudiantes (LP)","Ferro",5,0,"Local gana"
"Campeonato 1935 - Fecha 22","Ferro","Estudiantes (LP)",5,4,"Local gana"
"Campeonato 1935 - Fecha 5","Estudiantes (LP)","Ferro",5,0,"Local gana"
"Campeonato 1934 - Fecha 28","Estudiantes (LP)","Ferro",4,3,"Local gana"
"Campeonato 1934 - Fecha 17","Estudiantes (LP)","Ferro",2,1,"Local gana"
"Campeonato 1934 - Fecha 4","Ferro","Estudiantes (LP)",1,1,"Empate"
"Campeonato 1933 - Fecha 19","Estudiantes (LP)","Ferro",1,0,"Local gana"
"Campeonato 1933 - Fecha 2","Ferro","Estudiantes (LP)",4,0,"Local gana"
"Campeonato 1932 - Fecha 32","Ferro","Estudiantes (LP)",1,0,"Local gana"
"Campeonato 1932 - Fecha 15","Estudiantes (LP)","Ferro",3,1,"Local gana"
"Campeonato 1931 - Fecha 23","Estudiantes (LP)","Ferro",8,0,"Local gana"
"Campeonato 1931 - Fecha 6","Ferro","Estudiantes (LP)",2,5,"Visita gana"
"Torneo Clausura 2009 - Fecha 10","Gimnasia (J)","Estudiantes (LP)",0,0,"Empate"
"Torneo Apertura 2008 - Fecha 10","Estudiantes (LP)","Gimnasia (J)",2,0,"Local gana"
"Torneo Clausura 2008 - Fecha 2","Gimnasia (J)","Estudiantes (LP)",0,2,"Visita gana"
"Torneo Apertura 2007 - Fecha 2","Estudiantes (LP)","Gimnasia (J)",1,0,"Local gana"
"Torneo Clausura 2007 - Fecha 2","Gimnasia (J)","Estudiantes (LP)",0,0,"Empate"
"Torneo Apertura 2006 - Fecha 2","Estudiantes (LP)","Gimnasia (J)",1,0,"Local gana"
"Torneo Clausura 2006 - Fecha 14","Estudiantes (LP)","Gimnasia (J)",0,4,"Visita gana"
"Torneo Apertura 2005 - Fecha 14","Gimnasia (J)","Estudiantes (LP)",0,1,"Visita gana"
"Torneo Clausura 2000 - Fecha 3","Estudiantes (LP)","Gimnasia (J)",5,1,"Local gana"
"Torneo Apertura 1999 - Fecha 3","Gimnasia (J)","Estudiantes (LP)",2,1,"Local gana"
"Torneo Clausura 1999 - Fecha 12","Gimnasia (J)","Estudiantes (LP)",1,1,"Empate"
"Torneo Apertura 1998 - Fecha 12","Estudiantes (LP)","Gimnasia (J)",1,1,"Empate"
"Torneo Clausura 1998 - Fecha 13","Gimnasia (J)","Estudiantes (LP)",1,0,"Local gana"
"Torneo Apertura 1997 - Fecha 13","Estudiantes (LP)","Gimnasia (J)",3,2,"Local gana"
"Torneo Clausura 1997 - Fecha 4","Estudiantes (LP)","Gimnasia (J)",3,2,"Local gana"
"Torneo Apertura 1996 - Fecha 4","Gimnasia (J)","Estudiantes (LP)",2,0,"Local gana"
"Torneo Clausura 1996 - Fecha 12","Gimnasia (J)","Estudiantes (LP)",1,0,"Local gana"
"Torneo Apertura 1995 - Fecha 12","Estudiantes (LP)","Gimnasia (J)",4,1,"Local gana"
"Nacional 1980 - Grupo A","Gimnasia (J)","Estudiantes (LP)",1,1,"Empate"
"Nacional 1980 - Grupo A","Estudiantes (LP)","Gimnasia (J)",4,0,"Local gana"
"Nacional 1975 - Ronda Final","Gimnasia (J)","Estudiantes (LP)",0,1,"Visita gana"
"Nacional 1970 - Grupo B","Gimnasia (J)","Estudiantes (LP)",1,1,"Empate"
"Nacional 1970 - Grupo B","Estudiantes (LP)","Gimnasia (J)",3,0,"Local gana"
"Superliga 2019/20 - Fecha 12","Gimnasia (LP)","Estudiantes (LP)",0,1,"Visita gana"
"Superliga 2018/19 - Fecha 22","Estudiantes (LP)","Gimnasia (LP)",1,0,"Local gana"
"Superliga 2017/18 - Fecha 15","Gimnasia (LP)","Estudiantes (LP)",0,0,"Empate"
"Campeonato 2016/17 - Fecha 24","Estudiantes (LP)","Gimnasia (LP)",1,0,"Local gana"
"Campeonato 2016/17 - Fecha 5","Gimnasia (LP)","Estudiantes (LP)",0,0,"Empate"
"Torneo 2016 - Fecha 12","Gimnasia (LP)","Estudiantes (LP)",0,0,"Empate"
"Torneo 2016 - Fecha 7","Estudiantes (LP)","Gimnasia (LP)",3,0,"Local gana"
"Campeonato 2015 - Fecha 24","Estudiantes (LP)","Gimnasia (LP)",1,1,"Empate"
"Campeonato 2015 - Fecha 3","Gimnasia (LP)","Estudiantes (LP)",1,3,"Visita gana"
"Torneo de Transicion 2014 - Fecha 8","Estudiantes (LP)","Gimnasia (LP)",0,0,"Empate"
"Torneo Final 2014 - Fecha 8","Gimnasia (LP)","Estudiantes (LP)",0,1,"Visita gana"
"Torneo Inicial 2013 - Fecha 8","Estudiantes (LP)","Gimnasia (LP)",1,1,"Empate"
"Torneo Clausura 2011 - Fecha 4","Gimnasia (LP)","Estudiantes (LP)",0,2,"Visita gana"
"Torneo Apertura 2010 - Fecha 4","Estudiantes (LP)","Gimnasia (LP)",2,0,"Local gana"
"Torneo Clausura 2010 - Fecha 2","Gimnasia (LP)","Estudiantes (LP)",3,1,"Local gana"
"Torneo Apertura 2009 - Fecha 2","Estudiantes (LP)","Gimnasia (LP)",3,0,"Local gana"
"Torneo Clausura 2009 - Fecha 8","Gimnasia (LP)","Estudiantes (LP)",1,1,"Empate"
"Torneo Apertura 2008 - Fecha 8","Estudiantes (LP)","Gimnasia (LP)",3,1,"Local gana"
"Torneo Clausura 2008 - Fecha 15","Gimnasia (LP)","Estudiantes (LP)",1,2,"Visita gana"
"Torneo Apertura 2007 - Fecha 15","Estudiantes (LP)","Gimnasia (LP)",1,0,"Local gana"
"Torneo Clausura 2007 - Fecha 11","Gimnasia (LP)","Estudiantes (LP)",1,2,"Visita gana"
"Torneo Apertura 2006 - Fecha 11","Estudiantes (LP)","Gimnasia (LP)",7,0,"Local gana"
"Torneo Clausura 2006 - Fecha 4","Gimnasia (LP)","Estudiantes (LP)",1,1,"Empate"
"Torneo Apertura 2005 - Fecha 4","Estudiantes (LP)","Gimnasia (LP)",1,0,"Local gana"
"Torneo Clausura 2005 - Fecha 16","Gimnasia (LP)","Estudiantes (LP)",4,1,"Local gana"
"Torneo Apertura 2004 - Fecha 16","Estudiantes (LP)","Gimnasia (LP)",0,0,"Empate"
"Torneo Clausura 2004 - Fecha 8","Gimnasia (LP)","Estudiantes (LP)",2,2,"Empate"
"Torneo Apertura 2003 - Fecha 8","Estudiantes (LP)","Gimnasia (LP)",1,0,"Local gana"
"Torneo Clausura 2003 - Fecha 10","Estudiantes (LP)","Gimnasia (LP)",2,4,"Visita gana"
"Torneo Apertura 2002 - Fecha 10","Gimnasia (LP)","Estudiantes (LP)",3,1,"Local gana"
