"torneo","home_team","away_team","home_goals","away_goals","resultado"
"Campeonato 1940 - Fecha 27","Tigre","Banfield",3,2,"Local gana"
"Campeonato 1940 - Fecha 10","Banfield","Tigre",6,1,"Local gana"
"Torneo Clausura 2006 - Fecha 3","Banfield","Tiro Federal (R)",2,1,"Local gana"
"Torneo Apertura 2005 - Fecha 3","Tiro Federal (R)","Banfield",0,1,"Visita gana"
"Liga 2021 - Fecha 3","Union","Banfield",0,1,"Visita gana"
"Superliga 2019/20 - Fecha 12","Banfield","Union",3,3,"Empate"
"Superliga 2018/19 - Fecha 15","Union","Banfield",0,1,"Visita gana"
"Superliga 2017/18 - Fecha 20","Banfield","Union",0,2,"Visita gana"
"Campeonato 2016/17 - Fecha 17","Banfield","Union",3,1,"Local gana"
"Campeonato 2015 - Fecha 18","Union","Banfield",0,0,"Empate"
"Torneo Clausura 2012 - Fecha 9","Banfield","Union",2,2,"Empate"
"Torneo Apertura 2011 - Fecha 9","Union","Banfield",1,0,"Local gana"
"Torneo Clausura 2003 - Fecha 1","Banfield","Union",2,2,"Empate"
"Torneo Apertura 2002 - Fecha 1","Union","Banfield",0,0,"Empate"
"Torneo Clausura 2002 - Fecha 13","Union","Banfield",0,2,"Visita gana"
"Torneo Apertura 2001 - Fecha 13","Banfield","Union",0,1,"Visita gana"
"Torneo Clausura 1997 - Fecha 9","Banfield","Union",1,2,"Visita gana"
"Torneo Apertura 1996 - Fecha 9","Union","Banfield",3,1,"Local gana"
"Campeonato 1987/88 - Fecha 23","Banfield","Union",1,0,"Local gana"
"Campeonato 1987/88 - Fecha 4","Union","Banfield",0,0,"Empate"
"Metropolitano 1978 - Fecha 26","Banfield","Union",0,1,"Visita gana"
"Metropolitano 1978 - Fecha 5","Union","Banfield",4,1,"Local gana"
"Metropolitano 1977 - Fecha 35","Banfield","Union",2,0,"Local gana"
"Metropolitano 1977 - Fecha 12","Union","Banfield",2,0,"Local gana"
"Metropolitano 1975 - Fecha 27","Union","Banfield",2,0,"Local gana"
"Metropolitano 1975 - Fecha 8","Banfield","Union",2,3,"Visita gana"
"Nacional 1975 - Grupo C","Banfield","Union",1,0,"Local gana"
"Nacional 1975 - Grupo C","Union","Banfield",3,2,"Local gana"
"Metropolitano 1970 - Fecha 4","Banfield","Union",2,1,"Local gana"
"Metropolitano 1967 - Grupo B","Banfield","Union",0,1,"Visita gana"
"Metropolitano 1967 - Grupo B","Union","Banfield",1,0,"Local gana"
"Superliga 2019/20 - Fecha 14","Banfield","Velez",1,0,"Local gana"
"Superliga 2018/19 - Fecha 3","Velez","Banfield",1,1,"Empate"
"Superliga 2017/18 - Fecha 25","Velez","Banfield",1,0,"Local gana"
"Campeonato 2016/17 - Fecha 7","Banfield","Velez",1,0,"Local gana"
"Torneo 2016 - Fecha 15","Banfield","Velez",0,0,"Empate"
"Campeonato 2015 - Fecha 13","Banfield","Velez",1,3,"Visita gana"
"Torneo de Transicion 2014 - Fecha 13","Velez","Banfield",1,0,"Local gana"
"Torneo Clausura 2012 - Fecha 2","Banfield","Velez",0,4,"Visita gana"
"Torneo Apertura 2011 - Fecha 2","Velez","Banfield",3,0,"Local gana"
"Torneo Clausura 2011 - Fecha 13","Velez","Banfield",2,0,"Local gana"
"Torneo Apertura 2010 - Fecha 13","Banfield","Velez",2,3,"Visita gana"
"Torneo Clausura 2010 - Fecha 14","Velez","Banfield",0,0,"Empate"
"Torneo Apertura 2009 - Fecha 14","Banfield","Velez",3,0,"Local gana"
"Torneo Clausura 2009 - Fecha 8","Velez","Banfield",2,1,"Local gana"
"Torneo Apertura 2008 - Fecha 8","Banfield","Velez",2,2,"Empate"
"Torneo Clausura 2008 - Fecha 3","Velez","Banfield",3,0,"Local gana"
"Torneo Apertura 2007 - Fecha 3","Banfield","Velez",1,0,"Local gana"
"Torneo Clausura 2007 - Fecha 10","Banfield","Velez",2,3,"Visita gana"
"Torneo Apertura 2006 - Fecha 10","Velez","Banfield",2,2,"Empate"
"Torneo Clausura 2006 - Fecha 9","Velez","Banfield",1,0,"Local gana"
"Torneo Apertura 2005 - Fecha 9","Banfield","Velez",0,0,"Empate"
"Torneo Clausura 2005 - Fecha 14","Velez","Banfield",2,0,"Local gana"
"Torneo Apertura 2004 - Fecha 14","Banfield","Velez",0,0,"Empate"
"Torneo Clausura 2004 - Fecha 2","Banfield","Velez",1,2,"Visita gana"
"Torneo Apertura 2003 - Fecha 2","Velez","Banfield",0,3,"Visita gana"
"Torneo Clausura 2003 - Fecha 10","Banfield","Velez",2,0,"Local gana"
"Torneo Apertura 2002 - Fecha 10","Velez","Banfield",3,0,"Local gana"
"Torneo Clausura 2002 - Fecha 18","Velez","Banfield",3,0,"Local gana"
"Torneo Apertura 2001 - Fecha 18","Banfield","Velez",1,1,"Empate"
"Torneo Clausura 1997 - Fecha 6","Velez","Banfield",2,1,"Local gana"
"Torneo Apertura 1996 - Fecha 6","Banfield","Velez",1,3,"Visita gana"
"Torneo Clausura 1996 - Fecha 1","Velez","Banfield",3,2,"Local gana"
"Torneo Apertura 1995 - Fecha 1","Banfield","Velez",0,1,"Visita gana"
"Torneo Clausura 1995 - Fecha 2","Velez","Banfield",2,0,"Local gana"
"Torneo Apertura 1994 - Fecha 2","Banfield","Velez",0,1,"Visita gana"
"Torneo Clausura 1994 - Fecha 19","Banfield","Velez",1,1,"Empate"
"Torneo Apertura 1993 - Fecha 19","Velez","Banfield",1,1,"Empate"
"Campeonato 1987/88 - Fecha 37","Velez","Banfield",1,1,"Empate"
"Campeonato 1987/88 - Fecha 18","Banfield","Velez",0,1,"Visita gana"
"Metropolitano 1978 - Fecha 34","Banfield","Velez",0,1,"Visita gana"
"Metropolitano 1978 - Fecha 13","Velez","Banfield",1,1,"Empate"
"Metropolitano 1977 - Fecha 38","Velez","Banfield",1,1,"Empate"
"Metropolitano 1977 - Fecha 15","Banfield","Velez",2,3,"Visita gana"
"Metropolitano 1976 - Grupo Descenso","Banfield","Velez",0,0,"Empate"
"Metropolitano 1975 - Fecha 22","Velez","Banfield",3,1,"Local gana"
"Metropolitano 1975 - Fecha 3","Banfield","Velez",3,2,"Local gana"
"Metropolitano 1974 - Grupo A","Velez","Banfield",1,1,"Empate"
"Metropolitano 1974 - Grupo A","Banfield","Velez",1,2,"Visita gana"
"Metropolitano 1972 - Fecha 30","Banfield","Velez",1,2,"Visita gana"
"Metropolitano 1972 - Fecha 13","Velez","Banfield",2,2,"Empate"
"Metropolitano 1971 - Fecha 30","Velez","Banfield",2,1,"Local gana"
"Metropolitano 1971 - Fecha 11","Banfield","Velez",2,2,"Empate"
"Metropolitano 1970 - Fecha 12","Velez","Banfield",1,1,"Empate"
"Nacional 1970 - Grupo B","Banfield","Velez",1,5,"Visita gana"
"Nacional 1970 - Grupo B","Velez","Banfield",3,1,"Local gana"
"Metropolitano 1969 - Grupo A","Banfield","Velez",1,1,"Empate"
"Metropolitano 1969 - Grupo A","Velez","Banfield",1,2,"Visita gana"
"Campeonato 1966 - Fecha 27","Velez","Banfield",2,1,"Local gana"
"Campeonato 1966 - Fecha 8","Banfield","Velez",2,0,"Local gana"
"Campeonato 1965 - Fecha 30","Banfield","Velez",1,1,"Empate"
"Campeonato 1965 - Fecha 13","Velez","Banfield",3,1,"Local gana"
"Campeonato 1964 - Fecha 26","Banfield","Velez",1,1,"Empate"
"Campeonato 1964 - Fecha 11","Velez","Banfield",0,2,"Visita gana"
"Campeonato 1963 - Fecha 18","Velez","Banfield",1,1,"Empate"
"Campeonato 1963 - Fecha 5","Banfield","Velez",2,2,"Empate"
"Campeonato 1954 - Fecha 29","Velez","Banfield",2,1,"Local gana"
"Campeonato 1954 - Fecha 14","Banfield","Velez",1,0,"Local gana"
"Campeonato 1953 - Fecha 29","Banfield","Velez",3,3,"Empate"
"Campeonato 1953 - Fecha 14","Velez","Banfield",4,0,"Local gana"
"Campeonato 1952 - Fecha 16","Velez","Banfield",2,1,"Local gana"
"Campeonato 1952 - Fecha 1","Banfield","Velez",2,0,"Local gana"
"Campeonato 1951 - Fecha 21","Banfield","Velez",1,0,"Local gana"
"Campeonato 1951 - Fecha 4","Velez","Banfield",3,2,"Local gana"
"Campeonato 1950 - Fecha 20","Velez","Banfield",0,2,"Visita gana"
"Campeonato 1950 - Fecha 3","Banfield","Velez",1,3,"Visita gana"
"Campeonato 1949 - Fecha 19","Banfield","Velez",2,0,"Local gana"
"Campeonato 1949 - Fecha 2","Velez","Banfield",2,4,"Visita gana"
"Campeonato 1948 - Fecha 26","Banfield","Velez",3,1,"Local gana"
"Campeonato 1948 - Fecha 11","Velez","Banfield",2,1,"Local gana"
"Campeonato 1947 - Fecha 21","Velez","Banfield",2,0,"Local gana"
"Campeonato 1947 - Fecha 6","Banfield","Velez",1,0,"Local gana"
"Campeonato 1944 - Fecha 27","Velez","Banfield",3,1,"Local gana"
"Campeonato 1944 - Fecha 12","Banfield","Velez",1,1,"Empate"
"Campeonato 1940 - Fecha 19","Velez","Banfield",3,3,"Empate"
"Nacional 1975 - Grupo D","Colon","Bartolome Mitre (M)",3,0,"Local gana"
"Nacional 1975 - Grupo D","Bartolome Mitre (M)","Colon",2,3,"Visita gana"
"Nacional 1972 - Fecha Intergrupo","Bartolome Mitre (M)","Colon",1,2,"Visita gana"
"Nacional 1972 - Grupo A","Gimnasia (LP)","Bartolome Mitre (M)",0,0,"Empate"
"Nacional 1972 - Grupo A","Independiente","Bartolome Mitre (M)",5,0,"Local gana"
"Nacional 1975 - Fecha Intergrupo","Jorge Newbery (J)","Bartolome Mitre (M)",3,0,"Local gana"
"Nacional 1975 - Fecha Intergrupo","Bartolome Mitre (M)","Jorge Newbery (J)",1,2,"Visita gana"
"Nacional 1975 - Grupo D","Bartolome Mitre (M)","Juv. Antoniana",2,3,"Visita gana"
"Nacional 1975 - Grupo D","Juv. Antoniana","Bartolome Mitre (M)",1,0,"Local gana"
"Nacional 1972 - Grupo A","Bartolome Mitre (M)","Lanus",0,1,"Visita gana"
"Nacional 1975 - Grupo D","Newells","Bartolome Mitre (M)",1,0,"Local gana"
"Nacional 1975 - Grupo D","Bartolome Mitre (M)","Newells",0,4,"Visita gana"
"Nacional 1975 - Grupo D","Bartolome Mitre (M)","Racing Club",1,4,"Visita gana"
"Nacional 1975 - Grupo D","Racing Club","Bartolome Mitre (M)",6,1,"Local gana"
"Nacional 1972 - Grupo A","Bartolome Mitre (M)","River Plate",1,7,"Visita gana"
"Nacional 1972 - Grupo A","Bartolome Mitre (M)","Rosario Central",2,1,"Local gana"
"Nacional 1972 - Grupo A","San Lorenzo","Bartolome Mitre (M)",3,1,"Local gana"
"Nacional 1972 - Grupo A","Bartolome Mitre (M)","San Lorenzo (MdP)",1,2,"Visita gana"
"Nacional 1972 - Grupo A","Bartolome Mitre (M)","San Martin (M)",0,1,"Visita gana"
"Nacional 1972 - Grupo A","San Martin (T)","Bartolome Mitre (M)",3,1,"Local gana"
"Nacional 1975 - Grupo D","Talleres (C)","Bartolome Mitre (M)",6,0,"Local gana"
"Nacional 1975 - Grupo D","Bartolome Mitre (M)","Talleres (C)",0,4,"Visita gana"
"Nacional 1975 - Grupo D","Bartolome Mitre (M)","Temperley",0,3,"Visita gana"
"Nacional 1975 - Grupo D","Temperley","Bartolome Mitre (M)",1,0,"Local gana"
"Nacional 1972 - Grupo A","Bartolome Mitre (M)","Velez",1,3,"Visita gana"
"Superliga 2018/19 - Fecha 18","Belgrano","Boca Juniors",1,1,"Empate"
"Superliga 2017/18 - Fecha 7","Boca Juniors","Belgrano",4,0,"Local gana"
"Campeonato 2016/17 - Fecha 2","Boca Juniors","Belgrano",3,0,"Local gana"
"Campeonato 2015 - Fecha 18","Belgrano","Boca Juniors",0,1,"Visita gana"
"Torneo de Transicion 2014 - Fecha 2","Belgrano","Boca Juniors",0,1,"Visita gana"
"Torneo Final 2014 - Fecha 2","Boca Juniors","Belgrano",2,3,"Visita gana"
"Torneo Inicial 2013 - Fecha 2","Belgrano","Boca Juniors",1,2,"Visita gana"
"Torneo Final 2013 - Fecha 10","Boca Juniors","Belgrano",0,0,"Empate"
"Torneo Inicial 2012 - Fecha 10","Belgrano","Boca Juniors",3,1,"Local gana"
"Torneo Clausura 2012 - Fecha 11","Belgrano","Boca Juniors",1,1,"Empate"
"Torneo Apertura 2011 - Fecha 11","Boca Juniors","Belgrano",0,0,"Empate"
"Torneo Clausura 2007 - Fecha 18","Boca Juniors","Belgrano",1,0,"Local gana"
"Torneo Apertura 2006 - Fecha 18","Belgrano","Boca Juniors",1,0,"Local gana"
"Torneo Clausura 2002 - Fecha 1","Belgrano","Boca Juniors",2,3,"Visita gana"
"Torneo Apertura 2001 - Fecha 1","Boca Juniors","Belgrano",1,3,"Visita gana"
"Torneo Clausura 2001 - Fecha 6","Boca Juniors","Belgrano",1,1,"Empate"
"Torneo Apertura 2000 - Fecha 6","Belgrano","Boca Juniors",1,3,"Visita gana"
"Torneo Clausura 2000 - Fecha 18","Boca Juniors","Belgrano",5,1,"Local gana"
"Torneo Apertura 1999 - Fecha 18","Belgrano","Boca Juniors",1,5,"Visita gana"
"Torneo Clausura 1999 - Fecha 6","Boca Juniors","Belgrano",1,0,"Local gana"
"Torneo Apertura 1998 - Fecha 6","Belgrano","Boca Juniors",2,4,"Visita gana"
"Torneo Clausura 1996 - Fecha 12","Boca Juniors","Belgrano",2,0,"Local gana"
"Torneo Apertura 1995 - Fecha 12","Belgrano","Boca Juniors",0,1,"Visita gana"
"Torneo Clausura 1995 - Fecha 17","Boca Juniors","Belgrano",0,1,"Visita gana"
"Torneo Apertura 1994 - Fecha 17","Belgrano","Boca Juniors",3,0,"Local gana"
"Torneo Clausura 1994 - Fecha 10","Belgrano","Boca Juniors",1,0,"Local gana"
"Torneo Apertura 1993 - Fecha 10","Boca Juniors","Belgrano",0,1,"Visita gana"
"Torneo Clausura 1993 - Fecha 2","Belgrano","Boca Juniors",1,1,"Empate"
"Torneo Apertura 1992 - Fecha 2","Boca Juniors","Belgrano",2,0,"Local gana"
"Torneo Clausura 1992 - Fecha 18","Belgrano","Boca Juniors",1,0,"Local gana"
"Torneo Apertura 1991 - Fecha 18","Boca Juniors","Belgrano",0,0,"Empate"
"Nacional 1974 - Grupo A","Boca Juniors","Belgrano",1,0,"Local gana"
"Nacional 1974 - Grupo A","Belgrano","Boca Juniors",1,2,"Visita gana"
"Nacional 1973 - Grupo B","Belgrano","Boca Juniors",3,2,"Local gana"
"Nacional 1972 - Grupo B","Belgrano","Boca Juniors",2,2,"Empate"
"Nacional 1968 - Fecha 4","Boca Juniors","Belgrano",3,1,"Local gana"
"Nacional 1971 - Fecha Intergrupo","Belgrano","Central Cba (SdE)",4,1,"Local gana"
"Torneo Nacional 1985  - Grupo F","Belgrano","Central Norte (S)",1,1,"Empate"
"Torneo Nacional 1985  - Grupo F","Central Norte (S)","Belgrano",2,2,"Empate"
"Torneo Nacional 1984 - Grupo C","Central Norte (S)","Belgrano",0,1,"Visita gana"
"Torneo Nacional 1984 - Grupo C","Belgrano","Central Norte (S)",3,1,"Local gana"
"Nacional 1974 - Grupo A","Belgrano","Central Norte (S)",2,1,"Local gana"
"Nacional 1974 - Grupo A","Central Norte (S)","Belgrano",1,2,"Visita gana"
"Superliga 2017/18 - Fecha 17","Chacarita","Belgrano",0,1,"Visita gana"
"Torneo Clausura 2002 - Fecha 10","Belgrano","Chacarita",1,0,"Local gana"
"Torneo Apertura 2001 - Fecha 10","Chacarita","Belgrano",2,2,"Empate"
"Torneo Clausura 2001 - Fecha 5","Belgrano","Chacarita",1,2,"Visita gana"
"Torneo Apertura 2000 - Fecha 5","Chacarita","Belgrano",2,2,"Empate"
"Torneo Clausura 2000 - Fecha 11","Belgrano","Chacarita",3,3,"Empate"
"Torneo Apertura 1999 - Fecha 11","Chacarita","Belgrano",6,1,"Local gana"
"Torneo Nacional 1985  - Grupo F","Belgrano","Chacarita",2,5,"Visita gana"
"Torneo Nacional 1985  - Grupo F","Chacarita","Belgrano",1,0,"Local gana"
"Nacional 1975 - Grupo C","Belgrano","Chacarita",4,0,"Local gana"
"Nacional 1975 - Grupo C","Chacarita","Belgrano",1,2,"Visita gana"
"Nacional 1972 - Grupo B","Belgrano","Chacarita",3,1,"Local gana"
"Nacional 1973 - Grupo B","Belgrano","Chaco For Ever",2,0,"Local gana"
"Superliga 2018/19 - Fecha 14","Colon","Belgrano",1,1,"Empate"
"Superliga 2017/18 - Fecha 25","Belgrano","Colon",1,0,"Local gana"
"Campeonato 2016/17 - Fecha 18","Belgrano","Colon",0,1,"Visita gana"
"Torneo 2016 - Fecha 3","Colon","Belgrano",3,0,"Local gana"
"Campeonato 2015 - Liguilla Sudamericana","Belgrano","Colon",1,1,"Empate"
"Campeonato 2015 - Liguilla Sudamericana","Colon","Belgrano",0,1,"Visita gana"
"Campeonato 2015 - Fecha 26","Colon","Belgrano",0,1,"Visita gana"
"Torneo Final 2014 - Fecha 15","Colon","Belgrano",0,0,"Empate"
"Torneo Inicial 2013 - Fecha 15","Belgrano","Colon",2,0,"Local gana"
"Torneo Final 2013 - Fecha 3","Belgrano","Colon",2,1,"Local gana"
"Torneo Inicial 2012 - Fecha 3","Colon","Belgrano",2,2,"Empate"
"Torneo Clausura 2012 - Fecha 13","Colon","Belgrano",2,0,"Local gana"
"Torneo Apertura 2011 - Fecha 13","Belgrano","Colon",0,1,"Visita gana"
"Torneo Clausura 2007 - Fecha 16","Belgrano","Colon",1,3,"Visita gana"
"Torneo Apertura 2006 - Fecha 16","Colon","Belgrano",2,0,"Local gana"
"Torneo Clausura 2002 - Fecha 8","Belgrano","Colon",0,1,"Visita gana"
"Torneo Apertura 2001 - Fecha 8","Colon","Belgrano",1,1,"Empate"
"Torneo Clausura 2001 - Fecha 18","Belgrano","Colon",3,1,"Local gana"
"Torneo Apertura 2000 - Fecha 18","Colon","Belgrano",1,2,"Visita gana"
"Torneo Clausura 2000 - Fecha 16","Colon","Belgrano",2,0,"Local gana"
"Torneo Apertura 1999 - Fecha 16","Belgrano","Colon",2,0,"Local gana"
"Torneo Clausura 1999 - Fecha 13","Colon","Belgrano",2,1,"Local gana"
"Torneo Apertura 1998 - Fecha 13","Belgrano","Colon",1,1,"Empate"
"Torneo Clausura 1996 - Fecha 14","Colon","Belgrano",2,1,"Local gana"
"Torneo Apertura 1995 - Fecha 14","Belgrano","Colon",0,0,"Empate"
"Nacional 1972 - Grupo B","Colon","Belgrano",2,0,"Local gana"
"Nacional 1968 - Fecha 13","Colon","Belgrano",1,0,"Local gana"
"Campeonato 2015 - Fecha 10","Belgrano","Crucero (M)",1,0,"Local gana"
"Superliga 2018/19 - Fecha 4","Def y Justicia","Belgrano",1,1,"Empate"
"Superliga 2017/18 - Fecha 19","Def y Justicia","Belgrano",1,1,"Empate"
"Campeonato 2016/17 - Fecha 22","Belgrano","Def y Justicia",0,1,"Visita gana"
"Campeonato 2015 - Fecha 27","Belgrano","Def y Justicia",1,0,"Local gana"
"Torneo de Transicion 2014 - Fecha 15","Belgrano","Def y Justicia",3,0,"Local gana"
"Torneo Clausura 1995 - Fecha 12","Belgrano","Dep Mandiyu (C)",1,1,"Empate"
"Torneo Apertura 1994 - Fecha 12","Dep Mandiyu (C)","Belgrano",0,4,"Visita gana"
"Torneo Clausura 1994 - Fecha 19","Dep Mandiyu (C)","Belgrano",2,1,"Local gana"
"Torneo Apertura 1993 - Fecha 19","Belgrano","Dep Mandiyu (C)",1,1,"Empate"
"Torneo Clausura 1993 - Fecha 11","Belgrano","Dep Mandiyu (C)",2,2,"Empate"
"Torneo Apertura 1992 - Fecha 11","Dep Mandiyu (C)","Belgrano",1,0,"Local gana"
"Torneo Clausura 1992 - Fecha 3","Dep Mandiyu (C)","Belgrano",1,0,"Local gana"
"Torneo Apertura 1991 - Fecha 3","Belgrano","Dep Mandiyu (C)",0,0,"Empate"
"Torneo Clausura 1996 - Fecha 5","Belgrano","Dep. Español",1,1,"Empate"
"Torneo Apertura 1995 - Fecha 5","Dep. Español","Belgrano",0,0,"Empate"
"Torneo Clausura 1995 - Fecha 13","Dep. Español","Belgrano",4,0,"Local gana"
"Torneo Apertura 1994 - Fecha 13","Belgrano","Dep. Español",3,2,"Local gana"
"Torneo Clausura 1994 - Fecha 17","Dep. Español","Belgrano",0,0,"Empate"
"Torneo Apertura 1993 - Fecha 17","Belgrano","Dep. Español",1,1,"Empate"
"Torneo Clausura 1993 - Fecha 19","Belgrano","Dep. Español",1,0,"Local gana"
"Torneo Apertura 1992 - Fecha 19","Dep. Español","Belgrano",2,1,"Local gana"
"Torneo Clausura 1992 - Fecha 2","Belgrano","Dep. Español",0,1,"Visita gana"
"Torneo Apertura 1991 - Fecha 2","Dep. Español","Belgrano",1,0,"Local gana"
"Nacional 1974 - Grupo A","Desamparados","Belgrano",3,1,"Local gana"
"Nacional 1974 - Grupo A","Belgrano","Desamparados",1,1,"Empate"
"Nacional 1973 - Grupo B","Desamparados","Belgrano",1,1,"Empate"
"Nacional 1972 - Grupo B","Belgrano","Desamparados",3,3,"Empate"
"Nacional 1971 - Grupo A","Don Orione (CH)","Belgrano",0,2,"Visita gana"
"Superliga 2018/19 - Fecha 3","Belgrano","Estudiantes (LP)",2,1,"Local gana"
"Superliga 2017/18 - Fecha 24","Estudiantes (LP)","Belgrano",0,1,"Visita gana"
"Campeonato 2016/17 - Fecha 28","Estudiantes (LP)","Belgrano",2,0,"Local gana"
"Campeonato 2015 - Fecha 29","Belgrano","Estudiantes (LP)",2,1,"Local gana"
"Torneo de Transicion 2014 - Fecha 6","Estudiantes (LP)","Belgrano",3,1,"Local gana"
"Torneo Final 2014 - Fecha 6","Belgrano","Estudiantes (LP)",1,1,"Empate"
"Torneo Inicial 2013 - Fecha 6","Estudiantes (LP)","Belgrano",1,1,"Empate"
"Torneo Final 2013 - Fecha 19","Estudiantes (LP)","Belgrano",1,1,"Empate"
"Torneo Inicial 2012 - Fecha 19","Belgrano","Estudiantes (LP)",1,0,"Local gana"
"Torneo Clausura 2012 - Fecha 9","Belgrano","Estudiantes (LP)",2,1,"Local gana"
"Torneo Apertura 2011 - Fecha 9","Estudiantes (LP)","Belgrano",2,3,"Visita gana"
"Torneo Clausura 2007 - Fecha 4","Belgrano","Estudiantes (LP)",1,2,"Visita gana"
"Torneo Apertura 2006 - Fecha 4","Estudiantes (LP)","Belgrano",1,2,"Visita gana"
"Torneo Clausura 2002 - Fecha 18","Belgrano","Estudiantes (LP)",0,0,"Empate"
"Torneo Apertura 2001 - Fecha 18","Estudiantes (LP)","Belgrano",2,0,"Local gana"
"Torneo Clausura 2001 - Fecha 12","Belgrano","Estudiantes (LP)",1,1,"Empate"
"Torneo Apertura 2000 - Fecha 12","Estudiantes (LP)","Belgrano",2,0,"Local gana"
"Torneo Clausura 2000 - Fecha 17","Belgrano","Estudiantes (LP)",2,1,"Local gana"
"Torneo Apertura 1999 - Fecha 17","Estudiantes (LP)","Belgrano",5,2,"Local gana"
"Torneo Clausura 1999 - Fecha 16","Belgrano","Estudiantes (LP)",0,0,"Empate"
"Torneo Apertura 1998 - Fecha 16","Estudiantes (LP)","Belgrano",2,0,"Local gana"
"Torneo Clausura 1996 - Fecha 4","Estudiantes (LP)","Belgrano",2,1,"Local gana"
"Torneo Apertura 1995 - Fecha 4","Belgrano","Estudiantes (LP)",1,1,"Empate"
"Torneo Clausura 1994 - Fecha 15","Estudiantes (LP)","Belgrano",3,2,"Local gana"
"Torneo Apertura 1993 - Fecha 15","Belgrano","Estudiantes (LP)",3,3,"Empate"
"Torneo Clausura 1993 - Fecha 17","Belgrano","Estudiantes (LP)",0,0,"Empate"
"Torneo Apertura 1992 - Fecha 17","Estudiantes (LP)","Belgrano",0,0,"Empate"
"Torneo Clausura 1992 - Fecha 8","Belgrano","Estudiantes (LP)",3,0,"Local gana"
"Torneo Apertura 1991 - Fecha 8","Estudiantes (LP)","Belgrano",1,1,"Empate"
"Nacional 1974 - Grupo A","Belgrano","Estudiantes (LP)",2,0,"Local gana"
"Nacional 1974 - Grupo A","Estudiantes (LP)","Belgrano",2,1,"Local gana"
"Nacional 1972 - Grupo B","Belgrano","Estudiantes (LP)",1,1,"Empate"
"Nacional 1968 - Fecha 15","Belgrano","Estudiantes (LP)",3,2,"Local gana"
"Torneo Clausura 2000 - Fecha 12","Ferro","Belgrano",1,5,"Visita gana"
"Torneo Apertura 1999 - Fecha 12","Belgrano","Ferro",1,1,"Empate"
"Torneo Clausura 1999 - Fecha 4","Ferro","Belgrano",0,1,"Visita gana"
"Torneo Apertura 1998 - Fecha 4","Belgrano","Ferro",1,0,"Local gana"
"Torneo Clausura 1996 - Fecha 9","Belgrano","Ferro",3,1,"Local gana"
"Torneo Apertura 1995 - Fecha 9","Ferro","Belgrano",4,2,"Local gana"
